gender,event,medal,athlete,abb,country,grp_id,type,year
Men,Teams C5-C8,Bronze,Unknown,IRL,Ireland,1,Wheelchair Tennis,1988
Men,Teams Tt2,Gold,GAUDUCHEAU Michel,FRA,France,1,Wheelchair Tennis,1988
Men,Teams Tt2,Gold,TISSERANT Guy,FRA,France,2,Wheelchair Tennis,1988
Men,Teams Tt2,Silver,CHOI Hyung Suk,KOR,Korea,1,Wheelchair Tennis,1988
Men,Teams Tt2,Silver,UM Tae Hyung,KOR,Korea,2,Wheelchair Tennis,1988
Men,Teams Tt2,Bronze,REHDER Hans Jurgen,FRG,FR Germany,1,Wheelchair Tennis,1988
Men,Teams Tt2,Bronze,VELROYEN Herbert,FRG,FR Germany,2,Wheelchair Tennis,1988
Men,Teams Tt5,Gold,HORSCH Wolfgang,FRG,FR Germany,1,Wheelchair Tennis,1988
Men,Teams Tt5,Gold,SCHMITT Thomas,FRG,FR Germany,2,Wheelchair Tennis,1988
Men,Teams Tt5,Silver,GAROFALO Thierry,FRA,France,1,Wheelchair Tennis,1988
Men,Teams Tt5,Silver,PIRAS Marc,FRA,France,2,Wheelchair Tennis,1988
Men,Teams Tt5,Bronze,KOVACS Gyozo,HUN,Hungary,1,Wheelchair Tennis,1988
Men,Teams Tt5,Bronze,SZEPESI Attila,HUN,Hungary,2,Wheelchair Tennis,1988
Men,Teams Tt6,Gold,ROHOF Niels,NED,Netherlands,1,Wheelchair Tennis,1988
Men,Teams Tt6,Gold,ZIJDA Rein,NED,Netherlands,2,Wheelchair Tennis,1988
Men,Teams Tt6,Silver,KOZAKURA Masaaki,JPN,Japan,1,Wheelchair Tennis,1988
Men,Teams Tt6,Silver,SAIKI Shuzo,JPN,Japan,2,Wheelchair Tennis,1988
Men,Teams Tt6,Bronze,ERDOS Lajos,HUN,Hungary,1,Wheelchair Tennis,1988
Men,Teams Tt6,Bronze,MAJSAI Karoly,HUN,Hungary,2,Wheelchair Tennis,1988
Men,Teams Tt7,Gold,KOLLER Manfred,FRG,FR Germany,1,Wheelchair Tennis,1988
Men,Teams Tt7,Gold,VAHLE Markus,FRG,FR Germany,2,Wheelchair Tennis,1988
Men,Teams Tt7,Silver,NILSSON Jorgen,SWE,Sweden,1,Wheelchair Tennis,1988
Men,Teams Tt7,Silver,NYBERG Dennis,SWE,Sweden,2,Wheelchair Tennis,1988
Men,Teams Tt7,Bronze,HAVALESCHKA Frands,DEN,Denmark,1,Wheelchair Tennis,1988
Men,Teams Tt7,Bronze,PEHRSSON Torben,DEN,Denmark,2,Wheelchair Tennis,1988
Women,Teams 2,Gold,DROUX Christiane,SUI,Switzerland,1,Wheelchair Tennis,1988
Women,Teams 2,Gold,METTLER-KIENER Elisabeth,SUI,Switzerland,2,Wheelchair Tennis,1988
Women,Teams 2,Silver,Unknown,GBR,Great Britain,1,Wheelchair Tennis,1988
Women,Teams 2,Bronze,Unknown,FRG,FR Germany,2,Wheelchair Tennis,1988
Women,Teams 4,Gold,Unknown,USA,United States of America,1,Wheelchair Tennis,1988
Women,Teams 4,Silver,Unknown,FRG,FR Germany,1,Wheelchair Tennis,1988
Women,Teams 4,Bronze,Unknown,AUT,Austria,1,Wheelchair Tennis,1988
Women,Teams Tt6,Gold,Unknown,CHN,China,1,Wheelchair Tennis,1988
Women,Teams Tt6,Silver,Unknown,FRA,France,1,Wheelchair Tennis,1988
Women,Teams Tt6,Bronze,Unknown,SWE,Sweden,1,Wheelchair Tennis,1988
Men,Singles 1,Gold,LAUNONEN Matti,FIN,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 1,Silver,KIRCHHOFF Ralf,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 1,Bronze,LEE Hae Gon,KOR,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 1,Bronze,KANG Seong Hoon,KOR,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 2,Gold,HAJEK Rudolf,AUT,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 2,Silver,KURKINEN Jari,FIN,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 2,Bronze,KIM Kyung Mook,KOR,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 2,Bronze,HASSLER Bruno,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 3,Gold,PEETERS Michel,FRA,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 3,Silver,ROBINSON Neil,GBR,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 3,Bronze,KESLER Zlatko,IPP,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 3,Bronze,ANDREY Marcel,SUI,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 4,Gold,KREIDEL Thomas,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 4,Silver,BENEDETTI Bruno,FRA,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 4,Bronze,UM Tae Hyung,KOR,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 4,Bronze,CHAN Arnie,GBR,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 5,Gold,KWONG Kam Shing,HKG,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 5,Silver,TISSERANT Guy,FRA,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 5,Bronze,ROBLES Manuel,ESP,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 5,Bronze,KIM So Boo,KOR,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 6,Gold,SCHMIDT Rainer,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 6,Silver,NIELSEN Brian,DEN,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 6,Bronze,LUNDSTEEN Kai,DEN,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 6,Bronze,STROMSTEDT Peter,SWE,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 7,Gold,GLIKMAN Zeev,ISR,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 7,Silver,KURFESS Thomas,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 7,Bronze,WOLLMERT Jochen,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 7,Bronze,VOSSEN Matheus,NED,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 8,Gold,SEIDENFELD Mitchell,USA,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 8,Silver,SUZUKI Kenichi,JPN,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 8,Bronze,MAISSENBACHER Werner,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 8,Bronze,FUJII Hiroshi,JPN,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 9,Gold,JOKINEN Kimmo,FIN,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 9,Silver,KNABE Manfred,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 9,Bronze,ZIJDA Rein,NED,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 9,Bronze,GAROFALO Thierry,FRA,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 10,Gold,GERKE Michael,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 10,Silver,DE LA BOURDONNAYE Gilles,FRA,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 10,Bronze,GOELLER Thomas,AUT,Unknown,-1,Wheelchair Tennis,1992
Men,Singles 10,Bronze,AGUDO Enrique,ESP,Unknown,-1,Wheelchair Tennis,1992
Men,Open 1-5,Gold,TISSERANT Guy,FRA,Unknown,-1,Wheelchair Tennis,1992
Men,Open 1-5,Silver,DEMPSEY Michael,USA,Unknown,-1,Wheelchair Tennis,1992
Men,Open 1-5,Bronze,MANDL Franz,AUT,Unknown,-1,Wheelchair Tennis,1992
Men,Open 1-5,Bronze,HATTON Daniel,FRA,Unknown,-1,Wheelchair Tennis,1992
Men,Open 6-10,Gold,JOKINEN Kimmo,FIN,Unknown,-1,Wheelchair Tennis,1992
Men,Open 6-10,Silver,GERKE Michael,GER,Unknown,-1,Wheelchair Tennis,1992
Men,Open 6-10,Bronze,DE LA BOURDONNAYE Gilles,FRA,Unknown,-1,Wheelchair Tennis,1992
Men,Open 6-10,Bronze,AGUDO Enrique,ESP,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 3,Gold,PAARDEKAM Jolanda,NED,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 3,Silver,BARTHEIDEL Monika,GER,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 3,Bronze,SASVARINE Ilona,HUN,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 3,Bronze,LAMSBACH Ruth,GER,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 4,Gold,SIKORA Monika,GER,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 4,Silver,WENINGER Christiane,GER,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 4,Bronze,KIRCHMAIR Gabriele,AUT,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 4,Bronze,WITSCHNIG Susanne,AUT,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 5,Gold,ROOSEN Gisela,GER,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 5,Silver,ZAUGG Rosa,SUI,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 5,Bronze,NARDELLI Maria,ITA,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 5,Bronze,FUNG Yuet Wah,HKG,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 9,Gold,ZHANG Xiao,CHN,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 9,Silver,YANG Yi,CHN,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 9,Bronze,NURUKI Michiyo,JPN,Unknown,-1,Wheelchair Tennis,1992
Women,Singles 9,Bronze,BORRE Ingrid,BEL,Unknown,-1,Wheelchair Tennis,1992
Women,Open 1-5,Gold,WENINGER Christiane,GER,Unknown,-1,Wheelchair Tennis,1992
Women,Open 1-5,Silver,NARDELLI Maria,ITA,Unknown,-1,Wheelchair Tennis,1992
Women,Open 1-5,Bronze,TERRANOVA Terese,USA,Unknown,-1,Wheelchair Tennis,1992
Women,Open 1-5,Bronze,FUNG Yuet Wah,HKG,Unknown,-1,Wheelchair Tennis,1992
Women,Open 6-10,Gold,BORRE Ingrid,BEL,Unknown,-1,Wheelchair Tennis,1992
Women,Open 6-10,Silver,ZHANG Xiao,CHN,Unknown,-1,Wheelchair Tennis,1992
Women,Open 6-10,Bronze,YANG Yi,CHN,Unknown,-1,Wheelchair Tennis,1992
Women,Open 6-10,Bronze,NURUKI Michiyo,JPN,Unknown,-1,Wheelchair Tennis,1992
Men,Teams 1,Gold,KANG Seong Hoon,KOR,Korea,1,Wheelchair Tennis,1992
Men,Teams 1,Gold,LEE Hae Gon,KOR,Korea,2,Wheelchair Tennis,1992
Men,Teams 1,Silver,ROSENAST Hans,SUI,Switzerland,1,Wheelchair Tennis,1992
Men,Teams 1,Silver,ZUMKEHR Rolf,SUI,Switzerland,2,Wheelchair Tennis,1992
Men,Teams 1,Bronze,ESSBACH Dieter,GER,Germany,1,Wheelchair Tennis,1992
Men,Teams 1,Bronze,KIRCHHOFF Ralf,GER,Germany,2,Wheelchair Tennis,1992
Men,Teams 2,Gold,HAJEK Rudolf,AUT,Austria,1,Wheelchair Tennis,1992
Men,Teams 2,Gold,SCHARF Gerhard,AUT,Austria,2,Wheelchair Tennis,1992
Men,Teams 2,Silver,KIM Kyung Mook,KOR,Korea,1,Wheelchair Tennis,1992
Men,Teams 2,Silver,PARK Hyun Sang,KOR,Korea,2,Wheelchair Tennis,1992
Men,Teams 2,Bronze,HASSLER Bruno,GER,Germany,1,Wheelchair Tennis,1992
Men,Teams 2,Bronze,SPERLING Helmut,GER,Germany,2,Wheelchair Tennis,1992
Men,Teams 2,Bronze,Finland,GER,Germany,3,Wheelchair Tennis,1992
Men,Teams 3,Gold,EVANS Phillip,GBR,Great Britain,1,Wheelchair Tennis,1992
Men,Teams 3,Gold,RAWSON James,GBR,Great Britain,2,Wheelchair Tennis,1992
Men,Teams 3,Gold,ROBINSON Neil,GBR,Great Britain,3,Wheelchair Tennis,1992
Men,Teams 3,Silver,DORR Werner,GER,Germany,1,Wheelchair Tennis,1992
Men,Teams 3,Silver,KOLB Rainer,GER,Germany,2,Wheelchair Tennis,1992
Men,Teams 3,Bronze,HATTON Daniel,FRA,France,1,Wheelchair Tennis,1992
Men,Teams 3,Bronze,PEETERS Michel,FRA,France,2,Wheelchair Tennis,1992
Men,Teams 3,Bronze,Korea,FRA,France,3,Wheelchair Tennis,1992
Men,Teams 4,Gold,HO Sum Tak,HKG,Hong Kong,1,Wheelchair Tennis,1992
Men,Teams 4,Gold,WONG Yin Biu,HKG,Hong Kong,2,Wheelchair Tennis,1992
Men,Teams 4,Silver,GUSTAVSSON Jan-Krister,SWE,Sweden,1,Wheelchair Tennis,1992
Men,Teams 4,Silver,JOHANSSON Joergen,SWE,Sweden,2,Wheelchair Tennis,1992
Men,Teams 4,Bronze,ALTENBURG Gunter,GER,Germany,1,Wheelchair Tennis,1992
Men,Teams 4,Bronze,HUHN Winfried,GER,Germany,2,Wheelchair Tennis,1992
Men,Teams 4,Bronze,Belgium,GER,Germany,3,Wheelchair Tennis,1992
Men,Teams 5,Gold,KREIDEL Thomas,GER,Germany,1,Wheelchair Tennis,1992
Men,Teams 5,Gold,WEBER Karl-Heinz,GER,Germany,2,Wheelchair Tennis,1992
Men,Teams 5,Silver,JANG Choon Bae,KOR,Korea,1,Wheelchair Tennis,1992
Men,Teams 5,Silver,KIM So Boo,KOR,Korea,2,Wheelchair Tennis,1992
Men,Teams 5,Silver,UM Tae Hyung,KOR,Korea,3,Wheelchair Tennis,1992
Men,Teams 5,Bronze,IP Sui Lam,HKG,Hong Kong,1,Wheelchair Tennis,1992
Men,Teams 5,Bronze,KWONG Kam Shing,HKG,Hong Kong,2,Wheelchair Tennis,1992
Men,Teams 5,Bronze,Austria,HKG,Hong Kong,3,Wheelchair Tennis,1992
Men,Teams 6,Gold,LUNDSTEEN Kai,DEN,Denmark,1,Wheelchair Tennis,1992
Men,Teams 6,Gold,NIELSEN Brian,DEN,Denmark,2,Wheelchair Tennis,1992
Men,Teams 6,Silver,SCHMIDT Rainer,GER,Germany,1,Wheelchair Tennis,1992
Men,Teams 6,Silver,STELZNER Winfried,GER,Germany,2,Wheelchair Tennis,1992
Men,Teams 6,Bronze,KARLSSON Mattias,SWE,Sweden,1,Wheelchair Tennis,1992
Men,Teams 6,Bronze,STROMSTEDT Peter,SWE,Sweden,2,Wheelchair Tennis,1992
Men,Teams 8,Gold,FUJII Hiroshi,JPN,Japan,1,Wheelchair Tennis,1992
Men,Teams 8,Gold,SUZUKI Kenichi,JPN,Japan,2,Wheelchair Tennis,1992
Men,Teams 8,Silver,HUGLOW Peter,SWE,Sweden,1,Wheelchair Tennis,1992
Men,Teams 8,Silver,LARSSON Thomas,SWE,Sweden,2,Wheelchair Tennis,1992
Men,Teams 8,Silver,VESTLING Mikael,SWE,Sweden,3,Wheelchair Tennis,1992
Men,Teams 8,Bronze,HOPE David,GBR,Great Britain,1,Wheelchair Tennis,1992
Men,Teams 8,Bronze,YOUNG David,GBR,Great Britain,2,Wheelchair Tennis,1992
Men,Teams 8,Bronze,Germany,GBR,Great Britain,3,Wheelchair Tennis,1992
Men,Teams 9,Gold,MINAMI Tatsuya,JPN,Japan,1,Wheelchair Tennis,1992
Men,Teams 9,Gold,SAIKI Shuzo,JPN,Japan,2,Wheelchair Tennis,1992
Men,Teams 9,Silver,FURLAN Andrea,ITA,Italy,1,Wheelchair Tennis,1992
Men,Teams 9,Silver,WALZL Eberhard,ITA,Italy,2,Wheelchair Tennis,1992
Men,Teams 9,Bronze,GAROFALO Thierry,FRA,France,1,Wheelchair Tennis,1992
Men,Teams 9,Bronze,PICHON Alain,FRA,France,2,Wheelchair Tennis,1992
Men,Teams 9,Bronze,Germany,FRA,France,3,Wheelchair Tennis,1992
Men,Teams 10,Gold,GERKE Michael,GER,Germany,1,Wheelchair Tennis,1992
Men,Teams 10,Gold,VAHLE Marcus,GER,Germany,2,Wheelchair Tennis,1992
Men,Teams 10,Gold,WINDECKER C.,GER,Germany,3,Wheelchair Tennis,1992
Men,Teams 10,Silver,CHEDEAU Claude,FRA,France,1,Wheelchair Tennis,1992
Men,Teams 10,Silver,DE LA BOURDONNAYE Gilles,FRA,France,2,Wheelchair Tennis,1992
Men,Teams 10,Silver,ROINE Philippe,FRA,France,3,Wheelchair Tennis,1992
Men,Teams 10,Bronze,HAVALESCHKA Frands,DEN,Denmark,1,Wheelchair Tennis,1992
Men,Teams 10,Bronze,JACOB Jes,DEN,Denmark,2,Wheelchair Tennis,1992
Men,Teams 10,Bronze,PEHRSSON Torben,DEN,Denmark,3,Wheelchair Tennis,1992
Men,Teams 10,Bronze,United States of America,DEN,Denmark,4,Wheelchair Tennis,1992
Women,Teams 3,Gold,BARTHEIDEL Monika,GER,Germany,1,Wheelchair Tennis,1992
Women,Teams 3,Gold,LAMSBACH Ruth,GER,Germany,2,Wheelchair Tennis,1992
Women,Teams 3,Silver,PUSZTAFINE Judit,HUN,Hungary,1,Wheelchair Tennis,1992
Women,Teams 3,Silver,SASVARINE Ilona,HUN,Hungary,2,Wheelchair Tennis,1992
Women,Teams 3,Bronze,CALLANAN Siobhan,IRL,Ireland,1,Wheelchair Tennis,1992
Women,Teams 3,Bronze,STYNES Esther,IRL,Ireland,2,Wheelchair Tennis,1992
Women,Teams 5,Gold,FUNG Yuet Wah,HKG,Hong Kong,1,Wheelchair Tennis,1992
Women,Teams 5,Gold,WONG Pui Yi,HKG,Hong Kong,2,Wheelchair Tennis,1992
Women,Teams 5,Silver,POHLE Gisela,GER,Germany,1,Wheelchair Tennis,1992
Women,Teams 5,Silver,ROOSEN Gisela,GER,Germany,2,Wheelchair Tennis,1992
Women,Teams 5,Silver,SIKORA Monika,GER,Germany,3,Wheelchair Tennis,1992
Women,Teams 5,Silver,WENINGER Christiane,GER,Germany,4,Wheelchair Tennis,1992
Women,Teams 5,Bronze,NARDELLI Maria,ITA,Italy,1,Wheelchair Tennis,1992
Women,Teams 5,Bronze,PLONER Christina,ITA,Italy,2,Wheelchair Tennis,1992
Women,Teams 5,Bronze,SACCA Patrizia,ITA,Italy,3,Wheelchair Tennis,1992
Women,Teams 5,Bronze,Austria,ITA,Italy,4,Wheelchair Tennis,1992
Women,Teams 10,Gold,YANG Yi,CHN,China,1,Wheelchair Tennis,1992
Women,Teams 10,Gold,ZHANG Xiao,CHN,China,2,Wheelchair Tennis,1992
Women,Teams 10,Silver,DARVAND Bernadette,FRA,France,4,Wheelchair Tennis,1992
Women,Teams 10,Silver,ODEIDE Claire,FRA,France,5,Wheelchair Tennis,1992
Women,Teams 10,Silver,SEVIN Michelle,FRA,France,6,Wheelchair Tennis,1992
Women,Teams 10,Silver,THIERRY Martine,FRA,France,7,Wheelchair Tennis,1992
Women,Teams 10,Bronze,HENDRIKS Diane,NED,Netherlands,1,Wheelchair Tennis,1992
Women,Teams 10,Bronze,HOEK-HEPPENHUIS I.MEEUS Patrizia,NED,Netherlands,2,Wheelchair Tennis,1992
Women,Teams 10,Bronze,Germany,NED,Netherlands,3,Wheelchair Tennis,1992
Men,Singles 1,Gold,LEE Hae Gon,KOR,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 1,Silver,LAUNONEN Matti,FIN,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 1,Bronze,KANG Sung Hoon,KOR,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 1,Bronze,HAYLAN Jose Daniel,ARG,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 2,Gold,KIM Kyung Mook,KOR,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 2,Silver,BOURY Vincent,FRA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 2,Bronze,SCHARF Gerhard,AUT,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 2,Bronze,KURKINEN Jari,FIN,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 3,Gold,KESLER Zlatko,YUG,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 3,Silver,ROBINSON Neil,GBR,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 3,Bronze,RAWSON James,GBR,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 3,Bronze,ALTENDORFER Fritz,AUT,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 4,Gold,BENEDETTI Bruno,FRA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 4,Silver,STEFANU Michal,CZE,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 4,Bronze,SUTTER Christian,AUT,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 4,Bronze,KREIDEL Thomas,GER,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 5,Gold,TISSERANT Guy,FRA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 5,Silver,KWONG Kam Shing,HKG,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 5,Bronze,CHOU Chang Shen,TPE,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 5,Bronze,BOLLDEN Ernst,SWE,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 6,Gold,NIELSEN Brian,DEN,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 6,Silver,KARLSSON Mattias,SWE,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 6,Bronze,KERSTEN Harold,NED,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 7,Gold,LEIBOVITZ Tahl,USA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 7,Silver,WOLLMERT Jochen,GER,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 7,Bronze,KURFESS Thomas,GER,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 8,Gold,ANDREE Magnus,SWE,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 8,Silver,SEIDENFELD Mitchell,USA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 8,Bronze,SUZUKI Kenichi,JPN,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 8,Bronze,POLKANOV Vladimir,MDA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 9,Gold,FRACZYK Stanislaw,AUT,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 9,Silver,CHATEIGNER Olivier,FRA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 9,Bronze,PICHON Alain,FRA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 9,Bronze,GASPAR Ladislav,SVK,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 10,Gold,DE LA BOURDONNAYE Gilles,FRA,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 10,Silver,BADER Robert,SWE,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 10,Bronze,JUNG Kwang Hoon,KOR,Unknown,-1,Wheelchair Tennis,1996
Men,Singles 10,Bronze,AGUDO Enrique,ESP,Unknown,-1,Wheelchair Tennis,1996
Men,Open 1-5,Gold,KREIDEL Thomas,GER,Unknown,-1,Wheelchair Tennis,1996
Men,Open 1-5,Silver,GHION Dimitri,BEL,Unknown,-1,Wheelchair Tennis,1996
Men,Open 1-5,Bronze,SULE Nasiru,NGR,Unknown,-1,Wheelchair Tennis,1996
Men,Open 1-5,Bronze,BENEDETTI Bruno,FRA,Unknown,-1,Wheelchair Tennis,1996
Men,Open 6-10,Gold,FRACZYK Stanislaw,AUT,Unknown,-1,Wheelchair Tennis,1996
Men,Open 6-10,Silver,GASPAR Ladislav,SVK,Unknown,-1,Wheelchair Tennis,1996
Men,Open 6-10,Bronze,HSU Chih Shan,TPE,Unknown,-1,Wheelchair Tennis,1996
Men,Open 6-10,Bronze,DE LA BOURDONNAYE Gilles,FRA,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 1-2,Gold,LAFAYE Isabelle,FRA,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 1-2,Silver,GIBELIN Anne-Marie,FRA,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 1-2,Bronze,RODE Baerbel,GER,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 3,Gold,SASVARINE Paulik,HUN,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 3,Silver,BARTHEIDEL Monika,GER,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 3,Bronze,POLLET Marie-Line,BEL,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 4,Gold,JOHNSON Jennifer,USA,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 4,Silver,PAPE Christiane,GER,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 4,Bronze,LAEMERS Gertrudis,NED,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 5,Gold,SCHWENDTNER Susanne,AUT,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 5,Silver,HOFFMANN Cristina,MEX,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 5,Bronze,POHLE Gisela,GER,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 5,Bronze,NARDELLI Maria,ITA,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 6-8,Gold,BORRE Ingrid,BEL,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 6-8,Silver,THIERRY Martine,FRA,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 6-8,Bronze,ZHANG Xiaoling,CHN,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 9,Gold,LUO Fuqun,CHN,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 9,Silver,ODEIDE-SIMIAN Marie-Claire,FRA,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 9,Bronze,NURUKI Michiyo,JPN,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 10,Gold,SEVIN Michelle,FRA,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 10,Silver,DAVIDKOVA Jolana,CZE,Unknown,-1,Wheelchair Tennis,1996
Women,Singles 10,Bronze,JAGODZINSKA Krystyna,POL,Unknown,-1,Wheelchair Tennis,1996
Women,Open 1-5,Gold,PAPE Christiane,GER,Unknown,-1,Wheelchair Tennis,1996
Women,Open 1-5,Silver,WONG Pui Yi,HKG,Unknown,-1,Wheelchair Tennis,1996
Women,Open 1-5,Bronze,SCHWENDTNER Susanne,AUT,Unknown,-1,Wheelchair Tennis,1996
Women,Open 1-5,Bronze,FUNG Yuet Wah,HKG,Unknown,-1,Wheelchair Tennis,1996
Women,Open 6-10,Gold,ZHANG Xiaoling,CHN,Unknown,-1,Wheelchair Tennis,1996
Women,Open 6-10,Silver,BORRE Ingrid,BEL,Unknown,-1,Wheelchair Tennis,1996
Women,Open 6-10,Bronze,ODEIDE-SIMIAN Marie-Claire,FRA,Unknown,-1,Wheelchair Tennis,1996
Women,Open 6-10,Bronze,LUO Fuqun,CHN,Unknown,-1,Wheelchair Tennis,1996
Men,Teams 1-2,Gold,KURKINEN Jari,FIN,Finland,1,Wheelchair Tennis,1996
Men,Teams 1-2,Gold,LAUNONEN Matti,FIN,Finland,2,Wheelchair Tennis,1996
Men,Teams 1-2,Silver,HAJEK Rudolf,AUT,Austria,1,Wheelchair Tennis,1996
Men,Teams 1-2,Silver,SCHARF Gerhard,AUT,Austria,2,Wheelchair Tennis,1996
Men,Teams 1-2,Bronze,KANG Sung Hoon,KOR,Korea,1,Wheelchair Tennis,1996
Men,Teams 1-2,Bronze,KIM Kyung Mook,KOR,Korea,2,Wheelchair Tennis,1996
Men,Teams 1-2,Bronze,LEE Hae Gon,KOR,Korea,3,Wheelchair Tennis,1996
